Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,All Deaths involving COVID-19 (U07.1),Deaths from All Causes,"Deaths involving Pneumonia, with or without COVID-19, excluding Influenza deaths
(J12.0–J18.9)","Deaths involving COVID-19 and Pneumonia, excluding Influenza (U07.1 and J12.0–J18.9)"
07/23/2020,02/01/2020,07/18/2020,9,California,Nursing home/longterm care facility,65-74 years,88,2460,141,31
07/23/2020,02/01/2020,07/18/2020,9,California,Nursing home/longterm care facility,75-84 years,244,4598,264,81
07/23/2020,02/01/2020,07/18/2020,9,California,Nursing home/longterm care facility,85 years and over,560,10683,636,179
07/23/2020,02/01/2020,07/18/2020,9,California,Other,0-14 years,,53,,
07/23/2020,02/01/2020,07/18/2020,9,California,Other,15-44 years,,2373,10,
07/23/2020,02/01/2020,07/18/2020,9,California,Other,45-64 years,13,2394,30,
07/23/2020,02/01/2020,07/18/2020,9,California,Other,65-74 years,,1365,18,
07/23/2020,02/01/2020,07/18/2020,9,California,Other,75-84 years,26,2083,56,
07/23/2020,02/01/2020,07/18/2020,9,California,Other,85 years and over,104,4723,120,24
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,0-14 years,,12,,
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,15-44 years,,101,,
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,45-64 years,,285,24,
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,65-74 years,12,293,36,
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,75-84 years,13,373,31,
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,85 years and over,12,606,38,
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,0-14 years,,122,,
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,15-44 years,28,2694,30,
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,45-64 years,106,9276,147,23
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,65-74 years,54,10286,128,
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,75-84 years,64,12725,218,14
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,85 years and over,87,17557,428,25
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,15-44 years,,39,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,45-64 years,,271,17,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,65-74 years,,361,19,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,75-84 years,11,418,27,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,85 years and over,13,524,33,10
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",45-64 years,,12,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",0-14 years,,152,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",15-44 years,24,345,32,11
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",45-64 years,163,1111,210,99
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",65-74 years,191,1134,266,124
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",75-84 years,237,1111,308,152
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",85 years and over,202,891,226,131
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",0-14 years,,27,,
07/23/2020,02/01/2020,07/18/2020,4,Georgia,Other,65-74 years,,308,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",15-44 years,,173,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",45-64 years,,242,13,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",65-74 years,,160,10,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",75-84 years,,137,14,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",85 years and over,,80,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,15-44 years,,11,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,45-64 years,25,195,12,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,65-74 years,84,597,63,33
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,75-84 years,177,1323,124,72
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,85 years and over,355,2886,255,137
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,0-14 years,,14,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,15-44 years,,439,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,45-64 years,,364,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,65-74 years,,142,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,75-84 years,,127,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,85 years and over,,158,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,15-44 years,,25,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,45-64 years,,49,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,65-74 years,,29,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,75-84 years,,27,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,85 years and over,,42,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,0-14 years,,38,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,15-44 years,,685,10,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,45-64 years,24,1680,46,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,65-74 years,23,1603,39,10
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,75-84 years,19,1680,47,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,85 years and over,30,1778,61,14
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,45-64 years,,64,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,65-74 years,11,91,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,75-84 years,11,125,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,85 years and over,15,137,11,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",15-44 years,,41,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",45-64 years,,36,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",65-74 years,,15,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",75-84 years,,10,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, dead on arrival",85 years and over,,11,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",0-14 years,,46,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",15-44 years,33,172,14,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",45-64 years,319,952,156,87
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",65-74 years,443,1119,244,146
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",75-84 years,564,1473,317,188
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, inpatient",85 years and over,686,1686,400,240
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",0-14 years,,14,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",15-44 years,,108,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",45-64 years,21,222,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",65-74 years,29,159,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",75-84 years,29,181,11,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,"Healthcare setting, outpatient or emergency room",85 years and over,29,181,18,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,45-64 years,49,118,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,65-74 years,177,380,32,20
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,75-84 years,419,859,75,52
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Nursing home/longterm care facility,85 years and over,970,2187,194,115
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,15-44 years,,115,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,45-64 years,,107,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,65-74 years,,67,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,75-84 years,18,88,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Other,85 years and over,71,223,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,15-44 years,,43,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,45-64 years,,133,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,65-74 years,,195,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,75-84 years,,376,10,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Place of death unknown,85 years and over,,790,36,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,15-44 years,,200,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,45-64 years,20,729,,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,65-74 years,31,667,12,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,75-84 years,16,864,18,
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Decedent's home,85 years and over,40,1425,39,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,45-64 years,,83,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,65-74 years,,103,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,75-84 years,,117,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Hospice facility,85 years and over,,109,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",0-14 years,,30,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",15-44 years,12,61,10,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",45-64 years,58,251,56,31
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",65-74 years,74,315,78,39
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",75-84 years,59,305,72,30
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, inpatient",85 years and over,58,272,72,38
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",15-44 years,,30,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",45-64 years,,51,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",65-74 years,,58,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",75-84 years,,54,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,"Healthcare setting, outpatient or emergency room",85 years and over,,41,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,4,Georgia,Other,75-84 years,,356,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,45-64 years,,31,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,65-74 years,27,93,12,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,75-84 years,62,233,19,14
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Nursing home/longterm care facility,85 years and over,120,516,42,20
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,15-44 years,,70,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,45-64 years,,62,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,65-74 years,,31,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,75-84 years,,30,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Other,85 years and over,,58,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Place of death unknown,85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,15-44 years,,91,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,45-64 years,,326,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,65-74 years,,383,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,75-84 years,,464,,
07/23/2020,02/01/2020,07/18/2020,3,Delaware,Decedent's home,85 years and over,,545,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,45-64 years,,30,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,65-74 years,,23,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,75-84 years,,34,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Hospice facility,85 years and over,,34,10,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",0-14 years,,62,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",15-44 years,21,121,28,20
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",45-64 years,134,474,174,130
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",65-74 years,152,495,197,151
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",75-84 years,109,338,147,108
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, inpatient",85 years and over,82,271,102,81
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",0-14 years,,10,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",15-44 years,,58,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",45-64 years,11,54,11,11
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",65-74 years,,30,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",75-84 years,,16,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,"Healthcare setting, outpatient or emergency room",85 years and over,,24,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,45-64 years,,24,,
07/23/2020,02/01/2020,07/18/2020,5,Michigan,Other,15-44 years,,441,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,65-74 years,,52,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,75-84 years,13,84,16,13
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Nursing home/longterm care facility,85 years and over,30,164,35,28
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,15-44 years,,62,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,45-64 years,,82,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,65-74 years,,22,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,District of Columbia,Other,85 years and over,,31,,
